userId,sessId,newVisitor,visitStartTime,weekday,hour,medium,source,device,browser,country,region,transaction,sessionNumber,landingPage,hitTimeLP,secondPage,hitsTimeSecondPage,thirdPage,hitsTimeThirdPage
8000002545,9000000000000045,1,1736288760,2,22,referral,partner.example,desktop,Chrome,Portugal,Lisbon,0,2,/catalog/apparel,0,/catalog/accessories,23992,/product/featured-item,105407
8000001275,9000000000000046,1,1736114640,7,22,(none),(direct),desktop,Firefox,France,Ile-de-France,0,2,/product/featured-item,0,/product/featured-item,84213,/catalog/electronics,118043
8000003300,9000000000000047,1,1736165580,1,12,(none),(direct),mobile,Edge,France,Ile-de-France,0,1,/catalog/accessories,0,/checkout,3658,/checkout,117013
8000002604,9000000000000048,0,1737497340,2,22,referral,partner.example,desktop,Edge,United Kingdom,England,0,1,/product/featured-item,0,,,,
8000001100,9000000000000049,1,1736956920,3,16,referral,partner.example,mobile,Edge,Portugal,Lisbon,0,2,/catalog/apparel,0,/product/featured-item,89580,/basket,141254
8000001998,9000000000000050,1,1736523660,5,15,email,newsletter,mobile,Safari,France,Ile-de-France,0,1,/catalog/electronics,0,/basket,3330,,
8000002002,9000000000000051,1,1737872640,7,6,referral,partner.example,mobile,Firefox,Germany,Berlin,0,1,/product/featured-item,0,/catalog/apparel,33890,/catalog/electronics,76025
8000001409,9000000000000052,1,1737362700,1,8,(none),(direct),desktop,Safari,Germany,Berlin,0,1,/catalog/electronics,0,/catalog/electronics,72236,/catalog/electronics,174137
8000001133,9000000000000053,1,1738007940,1,19,(none),(direct),mobile,Firefox,Portugal,Lisbon,0,1,/product/featured-item,0,,,,
8000000519,9000000000000054,0,1736768220,1,11,organic,search-engine,tablet,Firefox,United Kingdom,England,0,1,/catalog/electronics,0,/catalog/accessories,15446,,
8000001396,9000000000000055,1,1736414520,4,9,organic,search-engine,desktop,Firefox,Germany,Berlin,0,1,/catalog/apparel,0,/catalog/apparel,9026,/catalog/accessories,30913
8000000486,9000000000000056,1,1737883980,7,9,cpc,paid-media,mobile,Chrome,United Kingdom,England,0,1,/home,0,/basket,79139,/basket,137346
8000003125,9000000000000057,1,1736506620,5,10,referral,partner.example,desktop,Edge,Portugal,Lisbon,0,1,/catalog/apparel,0,/catalog/accessories,55545,,
8000001181,9000000000000058,1,1736801280,1,20,cpc,paid-media,desktop,Safari,Spain,Madrid,0,1,/product/featured-item,0,,,,
8000000921,9000000000000059,0,1738236180,4,11,referral,partner.example,mobile,Edge,Spain,Madrid,0,1,/catalog/accessories,0,/catalog/accessories,76607,,
8000002867,9000000000000060,1,1737272280,7,7,email,newsletter,desktop,Safari,Germany,Berlin,0,3,/product/featured-item,0,/basket,81129,/basket,115945
8000002405,9000000000000061,1,1735771140,3,22,email,newsletter,mobile,Edge,Spain,Madrid,0,3,/catalog/electronics,0,/checkout,78720,/product/featured-item,137852
8000001426,9000000000000062,1,1737295260,7,14,email,newsletter,desktop,Firefox,Portugal,Lisbon,0,1,/catalog/electronics,0,,,,
8000003333,9000000000000063,0,1737852660,7,0,organic,search-engine,desktop,Chrome,France,Ile-de-France,0,1,/product/featured-item,0,/catalog/apparel,69449,,
8000001893,9000000000000064,1,1737314520,7,19,organic,search-engine,desktop,Chrome,France,Ile-de-France,0,1,/product/featured-item,0,,,,
8000000537,9000000000000065,1,1736822160,2,2,cpc,paid-media,mobile,Chrome,Germany,Berlin,0,1,/home,0,/checkout,22758,,
8000000921,9000000000000066,1,1736135700,1,3,cpc,paid-media,mobile,Safari,Spain,Madrid,0,1,/product/featured-item,0,/checkout,65242,/product/featured-item,129136
8000002082,9000000000000067,1,1736226360,2,5,organic,search-engine,desktop,Edge,Germany,Berlin,0,2,/catalog/electronics,0,/basket,41132,/catalog/accessories,152901
8000002207,9000000000000068,1,1737594060,4,1,email,newsletter,desktop,Safari,United Kingdom,England,0,2,/catalog/electronics,0,/catalog/electronics,33300,,
8000000179,9000000000000069,1,1736940720,3,11,cpc,paid-media,mobile,Chrome,Germany,Berlin,0,1,/product/featured-item,0,/checkout,21936,,
8000001360,9000000000000070,1,1736084220,7,13,cpc,paid-media,desktop,Edge,Germany,Berlin,0,1,/catalog/accessories,0,/catalog/accessories,36737,/catalog/electronics,83112
8000003492,9000000000000071,1,1738341240,5,16,(none),(direct),desktop,Chrome,France,Ile-de-France,0,1,/catalog/apparel,0,,,,
8000002586,9000000000000072,1,1736819580,2,1,referral,partner.example,mobile,Chrome,Germany,Berlin,0,1,/catalog/accessories,0,,,,
8000000119,9000000000000073,1,1735870440,5,2,email,newsletter,mobile,Edge,France,Ile-de-France,0,1,/catalog/apparel,0,/product/featured-item,25600,/checkout,49880
8000002039,9000000000000074,1,1737982620,1,12,referral,partner.example,desktop,Firefox,France,Ile-de-France,0,4,/catalog/accessories,0,/checkout,73643,/basket,96349
8000002618,9000000000000075,1,1737358020,1,7,email,newsletter,desktop,Firefox,France,Ile-de-France,0,4,/catalog/accessories,0,/product/featured-item,51986,,
8000000090,9000000000000076,0,1738277820,4,22,cpc,paid-media,desktop,Edge,United Kingdom,England,0,2,/catalog/accessories,0,,,,
8000003178,9000000000000077,1,1736594460,6,11,(none),(direct),mobile,Safari,Spain,Madrid,0,1,/home,0,,,,
8000001266,9000000000000078,1,1737422940,2,1,organic,search-engine,mobile,Firefox,Spain,Madrid,0,1,/catalog/accessories,0,/catalog/electronics,19322,/basket,124411
8000003402,9000000000000079,0,1736336580,3,11,email,newsletter,mobile,Chrome,Germany,Berlin,0,1,/home,0,,,,
8000000577,9000000000000080,0,1736576700,6,6,cpc,paid-media,tablet,Firefox,United Kingdom,England,0,1,/catalog/accessories,0,/product/featured-item,50311,/checkout,140499
8000000444,9000000000000081,0,1738343160,5,17,referral,partner.example,desktop,Safari,United Kingdom,England,0,1,/catalog/electronics,0,,,,
8000002872,9000000000000082,1,1736877840,2,18,cpc,paid-media,desktop,Chrome,Portugal,Lisbon,0,1,/product/featured-item,0,,,,
8000000556,9000000000000083,1,1737217800,6,16,cpc,paid-media,desktop,Edge,United Kingdom,England,0,1,/catalog/accessories,0,/checkout,87841,,
8000000135,9000000000000084,1,1737146580,5,20,referral,partner.example,desktop,Firefox,Spain,Madrid,0,1,/catalog/accessories,0,,,,
8000000778,9000000000000085,1,1736169900,1,13,cpc,paid-media,desktop,Firefox,Spain,Madrid,0,1,/catalog/apparel,0,,,,
8000003224,9000000000000086,0,1737909600,7,16,referral,partner.example,desktop,Chrome,United Kingdom,England,0,1,/catalog/apparel,0,/catalog/accessories,21340,,
8000000533,9000000000000087,1,1737813780,6,14,email,newsletter,mobile,Safari,Portugal,Lisbon,0,1,/home,0,,,,
8000000714,9000000000000088,1,1736733060,1,1,organic,search-engine,desktop,Safari,Germany,Berlin,0,3,/home,0,/checkout,69271,/basket,149083
8000002979,9000000000000089,1,1738280460,4,23,(none),(direct),desktop,Edge,Portugal,Lisbon,0,1,/home,0,/product/featured-item,16150,,
8000001320,9000000000000090,1,1738081500,2,16,referral,partner.example,desktop,Edge,France,Ile-de-France,0,4,/product/featured-item,0,,,,
8000001208,9000000000000091,1,1737473640,2,15,(none),(direct),mobile,Safari,Portugal,Lisbon,0,1,/catalog/apparel,0,,,,
8000001695,9000000000000092,1,1737022320,4,10,cpc,paid-media,desktop,Edge,Portugal,Lisbon,0,1,/home,0,/catalog/electronics,22006,,
8000000382,9000000000000093,1,1737387780,1,15,organic,search-engine,mobile,Firefox,France,Ile-de-France,0,1,/catalog/electronics,0,,,,
8000001449,9000000000000094,1,1738305780,5,6,cpc,paid-media,mobile,Safari,Portugal,Lisbon,0,1,/catalog/electronics,0,,,,
8000000919,9000000000000095,0,1736115120,7,22,email,newsletter,mobile,Chrome,France,Ile-de-France,0,1,/catalog/accessories,0,/catalog/electronics,75526,,
8000000119,9000000000000096,1,1736398980,4,5,email,newsletter,mobile,Safari,France,Ile-de-France,0,1,/catalog/electronics,0,,,,
8000000286,9000000000000097,0,1736247420,2,10,organic,search-engine,desktop,Chrome,United Kingdom,England,0,2,/catalog/apparel,0,/product/featured-item,44517,/catalog/electronics,148338
8000000645,9000000000000098,1,1738119000,3,2,organic,search-engine,mobile,Chrome,France,Ile-de-France,0,1,/home,0,/product/featured-item,37804,,
8000001161,9000000000000099,1,1738356420,5,20,(none),(direct),desktop,Safari,France,Ile-de-France,0,2,/catalog/accessories,0,/product/featured-item,28794,,
8000001186,9000000000000100,0,1736979780,3,22,organic,search-engine,desktop,Firefox,Germany,Berlin,0,1,/home,0,/product/featured-item,75233,,
8000001787,9000000000000101,0,1735763280,3,20,cpc,paid-media,mobile,Safari,France,Ile-de-France,0,2,/product/featured-item,0,/basket,55088,/basket,59821
8000001885,9000000000000102,1,1737112440,5,11,organic,search-engine,desktop,Firefox,Portugal,Lisbon,0,2,/home,0,/basket,42668,/catalog/accessories,142422
8000002091,9000000000000103,0,1738179540,3,19,organic,search-engine,desktop,Safari,Spain,Madrid,0,1,/catalog/apparel,0,,,,
8000001049,9000000000000104,1,1736465280,4,23,referral,partner.example,mobile,Firefox,Portugal,Lisbon,0,2,/catalog/accessories,0,/checkout,77952,,
8000000619,9000000000000105,1,1737418800,2,0,organic,search-engine,desktop,Chrome,France,Ile-de-France,0,1,/catalog/electronics,0,,,,
8000000155,9000000000000106,1,1735913280,5,14,email,newsletter,mobile,Edge,Portugal,Lisbon,0,1,/product/featured-item,0,,,,
8000003244,9000000000000107,1,1735850880,4,20,cpc,paid-media,mobile,Safari,United Kingdom,England,0,3,/catalog/electronics,0,,,,
8000000424,9000000000000108,1,1737040020,4,15,organic,search-engine,desktop,Firefox,Spain,Madrid,0,1,/catalog/accessories,0,/checkout,81928,/basket,104735
8000002781,9000000000000109,0,1738040580,2,5,organic,search-engine,mobile,Safari,France,Ile-de-France,0,1,/product/featured-item,0,/catalog/apparel,35029,,
8000002719,9000000000000110,1,1736245680,2,10,email,newsletter,desktop,Firefox,Germany,Berlin,0,2,/product/featured-item,0,/checkout,51372,,
8000000383,9000000000000111,1,1738229820,4,9,cpc,paid-media,desktop,Safari,Portugal,Lisbon,0,1,/catalog/accessories,0,/catalog/accessories,65736,,
8000003459,9000000000000112,1,1736087280,7,14,(none),(direct),mobile,Safari,United Kingdom,England,0,1,/product/featured-item,0,/catalog/electronics,80282,,
8000003314,9000000000000113,1,1736340480,3,12,cpc,paid-media,desktop,Firefox,France,Ile-de-France,0,2,/catalog/electronics,0,,,,
8000000959,9000000000000114,1,1737789360,6,7,referral,partner.example,desktop,Edge,Germany,Berlin,0,1,/catalog/accessories,0,,,,
8000003188,9000000000000115,1,1737191160,6,9,(none),(direct),desktop,Firefox,Spain,Madrid,0,1,/catalog/electronics,0,,,,
8000001521,9000000000000116,0,1737870120,7,5,organic,search-engine,mobile,Firefox,United Kingdom,England,0,1,/product/featured-item,0,,,,
8000000604,9000000000000117,0,1737409800,1,21,organic,search-engine,mobile,Edge,Spain,Madrid,0,1,/product/featured-item,0,,,,
8000001532,9000000000000118,1,1736616660,6,17,cpc,paid-media,tablet,Safari,France,Ile-de-France,0,1,/catalog/accessories,0,/catalog/electronics,87191,,
8000003399,9000000000000119,0,1737547320,3,12,referral,partner.example,mobile,Edge,Germany,Berlin,0,1,/catalog/accessories,0,/catalog/apparel,30266,,
8000000974,9000000000000120,1,1736873760,2,16,organic,search-engine,desktop,Edge,Germany,Berlin,0,1,/home,0,,,,
8000002589,9000000000000121,1,1737716100,5,10,(none),(direct),desktop,Chrome,Spain,Madrid,0,1,/catalog/accessories,0,/catalog/apparel,56600,,
8000000278,9000000000000122,0,1737758100,5,22,(none),(direct),desktop,Firefox,United Kingdom,England,0,2,/catalog/accessories,0,/product/featured-item,52709,,
8000003230,9000000000000123,1,1735955220,6,1,email,newsletter,desktop,Chrome,Portugal,Lisbon,0,1,/catalog/accessories,0,,,,
8000003333,9000000000000124,1,1738217160,4,6,referral,partner.example,mobile,Safari,Germany,Berlin,0,1,/catalog/electronics,0,,,,
8000000152,9000000000000125,1,1736843460,2,8,referral,partner.example,desktop,Edge,Spain,Madrid,0,4,/product/featured-item,0,,,,
8000001940,9000000000000126,0,1736685660,7,12,organic,search-engine,mobile,Edge,Spain,Madrid,0,2,/catalog/electronics,0,/catalog/apparel,18315,,
8000001584,9000000000000127,1,1737022740,4,10,referral,partner.example,desktop,Safari,Germany,Berlin,0,1,/catalog/accessories,0,/basket,12345,/catalog/accessories,70785
8000000421,9000000000000128,0,1736004420,6,15,email,newsletter,mobile,Firefox,France,Ile-de-France,0,1,/catalog/electronics,0,/checkout,7551,/basket,104816
8000001125,9000000000000129,0,1738204080,4,2,organic,search-engine,desktop,Edge,Germany,Berlin,0,1,/home,0,/checkout,20714,,
8000000967,9000000000000130,1,1738226460,4,8,email,newsletter,desktop,Chrome,United Kingdom,England,0,1,/product/featured-item,0,/catalog/accessories,50760,,
8000001504,9000000000000131,1,1737254700,7,2,email,newsletter,mobile,Edge,Spain,Madrid,0,3,/home,0,,,,
8000001073,9000000000000132,0,1736713080,7,20,cpc,paid-media,desktop,Edge,United Kingdom,England,0,4,/catalog/accessories,0,/product/featured-item,61250,/catalog/electronics,85880
8000002736,9000000000000133,1,1737055680,4,19,organic,search-engine,desktop,Safari,France,Ile-de-France,0,2,/product/featured-item,0,,,,
8000000919,9000000000000134,1,1736166780,1,12,referral,partner.example,mobile,Firefox,Spain,Madrid,0,1,/product/featured-item,0,,,,
8000000532,9000000000000135,1,1738095840,2,20,organic,search-engine,desktop,Edge,Germany,Berlin,0,2,/home,0,,,,
8000000514,9000000000000136,1,1736936160,3,10,organic,search-engine,desktop,Chrome,United Kingdom,England,0,2,/product/featured-item,0,/basket,18912,,
8000000627,9000000000000137,1,1736885460,2,20,referral,partner.example,desktop,Firefox,Spain,Madrid,0,1,/catalog/accessories,0,/basket,34847,,
8000002517,9000000000000138,0,1737787320,6,6,organic,search-engine,desktop,Chrome,Spain,Madrid,0,2,/home,0,/basket,81316,/checkout,127568
8000000333,9000000000000139,1,1735868340,5,1,(none),(direct),desktop,Edge,Spain,Madrid,0,2,/product/featured-item,0,,,,
8000001187,9000000000000140,1,1738213680,4,5,email,newsletter,desktop,Safari,Germany,Berlin,0,1,/catalog/apparel,0,/catalog/apparel,56476,,
8000001281,9000000000000141,1,1736945160,3,12,email,newsletter,tablet,Safari,Spain,Madrid,0,1,/catalog/accessories,0,,,,
8000001842,9000000000000142,1,1736664420,7,6,referral,partner.example,desktop,Safari,France,Ile-de-France,0,2,/product/featured-item,0,,,,
8000002954,9000000000000143,0,1736919240,3,5,referral,partner.example,mobile,Edge,Germany,Berlin,0,1,/catalog/electronics,0,,,,
8000002071,9000000000000144,1,1737487500,2,19,referral,partner.example,desktop,Firefox,France,Ile-de-France,0,1,/home,0,/catalog/electronics,87755,,
8000001766,9000000000000145,1,1736216220,2,2,email,newsletter,mobile,Edge,Germany,Berlin,0,2,/catalog/accessories,0,/product/featured-item,74512,/checkout,114339
8000003381,9000000000000146,1,1738140240,3,8,(none),(direct),desktop,Edge,Portugal,Lisbon,0,1,/home,0,/catalog/electronics,20909,,
8000000160,9000000000000147,1,1736228400,2,5,email,newsletter,mobile,Edge,United Kingdom,England,0,4,/catalog/accessories,0,/basket,82356,,
8000002432,9000000000000148,1,1737012240,4,7,(none),(direct),mobile,Chrome,United Kingdom,England,0,1,/catalog/accessories,0,/basket,16366,/catalog/accessories,72962
8000002686,9000000000000149,1,1737964200,1,7,(none),(direct),desktop,Safari,Portugal,Lisbon,0,1,/home,0,/catalog/accessories,51832,,
8000000782,9000000000000150,1,1735764060,3,20,cpc,paid-media,desktop,Safari,Spain,Madrid,0,1,/catalog/electronics,0,/catalog/accessories,10163,/checkout,104670
8000002153,9000000000000151,1,1737171300,6,3,email,newsletter,tablet,Firefox,Germany,Berlin,0,1,/catalog/apparel,0,,,,
8000001010,9000000000000152,1,1736786640,1,16,(none),(direct),desktop,Edge,France,Ile-de-France,0,1,/catalog/accessories,0,,,,
8000002296,9000000000000153,1,1736764860,1,10,email,newsletter,desktop,Firefox,United Kingdom,England,0,3,/home,0,/product/featured-item,21198,,
8000001419,9000000000000154,1,1737429060,2,3,email,newsletter,mobile,Safari,Spain,Madrid,0,1,/product/featured-item,0,/basket,19992,/checkout,36308
8000000925,9000000000000155,1,1738198080,4,0,referral,partner.example,desktop,Edge,Germany,Berlin,1,1,/catalog/apparel,0,/product/featured-item,74135,/catalog/electronics,96836
8000003097,9000000000000156,1,1736819040,2,1,email,newsletter,desktop,Chrome,Portugal,Lisbon,0,3,/catalog/apparel,0,,,,
8000001712,9000000000000157,0,1736380800,4,0,organic,search-engine,tablet,Firefox,Germany,Berlin,0,2,/home,0,,,,
8000001223,9000000000000158,0,1737922860,7,20,(none),(direct),desktop,Edge,France,Ile-de-France,0,1,/home,0,/checkout,19589,,
8000001355,9000000000000159,1,1736328540,3,9,cpc,paid-media,mobile,Edge,Spain,Madrid,0,2,/product/featured-item,0,/catalog/electronics,27318,,
8000001344,9000000000000160,0,1736030640,6,22,cpc,paid-media,mobile,Chrome,Spain,Madrid,0,1,/catalog/apparel,0,,,,
8000001830,9000000000000161,1,1736739420,1,3,email,newsletter,desktop,Edge,United Kingdom,England,0,1,/catalog/accessories,0,/checkout,17495,/catalog/electronics,80495
8000002828,9000000000000162,1,1736151240,1,8,email,newsletter,desktop,Edge,Spain,Madrid,0,2,/catalog/apparel,0,/catalog/accessories,81395,/basket,132366
8000003121,9000000000000163,1,1736662620,7,6,(none),(direct),mobile,Safari,Portugal,Lisbon,0,1,/catalog/apparel,0,/basket,75946,,
8000000674,9000000000000164,0,1736979780,3,22,(none),(direct),desktop,Edge,Spain,Madrid,0,2,/catalog/electronics,0,,,,
8000000541,9000000000000165,1,1737707760,5,8,cpc,paid-media,desktop,Chrome,Portugal,Lisbon,0,2,/product/featured-item,0,/checkout,53897,,
8000000300,9000000000000166,1,1735867680,5,1,cpc,paid-media,desktop,Edge,Portugal,Lisbon,0,1,/catalog/apparel,0,/catalog/apparel,63875,,
8000003137,9000000000000167,1,1738212120,4,4,cpc,paid-media,desktop,Edge,Germany,Berlin,0,1,/catalog/apparel,0,/product/featured-item,47582,/checkout,65131
8000003420,9000000000000168,1,1735703220,3,3,organic,search-engine,tablet,Safari,Germany,Berlin,0,1,/catalog/accessories,0,,,,
8000000636,9000000000000169,1,1736773440,1,13,referral,partner.example,mobile,Edge,Portugal,Lisbon,0,1,/home,0,/checkout,10819,/catalog/accessories,26043
8000001003,9000000000000170,1,1735863540,5,0,cpc,paid-media,desktop,Firefox,United Kingdom,England,0,1,/catalog/apparel,0,/catalog/apparel,77511,/product/featured-item,121310
8000002705,9000000000000171,1,1737739200,5,17,referral,partner.example,desktop,Edge,France,Ile-de-France,0,1,/catalog/accessories,0,/basket,84050,,
8000002636,9000000000000172,1,1738329420,5,13,cpc,paid-media,mobile,Safari,France,Ile-de-France,0,2,/catalog/electronics,0,,,,
8000000988,9000000000000173,1,1736575680,6,6,email,newsletter,mobile,Edge,Spain,Madrid,0,1,/catalog/apparel,0,,,,
8000001591,9000000000000174,1,1736644500,7,1,email,newsletter,desktop,Safari,Portugal,Lisbon,0,1,/catalog/electronics,0,,,,
8000002760,9000000000000175,1,1738068420,2,12,(none),(direct),desktop,Firefox,Portugal,Lisbon,0,1,/home,0,/basket,64835,,
8000000868,9000000000000176,1,1736436780,4,15,organic,search-engine,mobile,Edge,Germany,Berlin,0,3,/product/featured-item,0,,,,
8000001318,9000000000000177,0,1736802600,1,21,cpc,paid-media,desktop,Edge,France,Ile-de-France,0,2,/catalog/accessories,0,/catalog/electronics,14924,,
8000000833,9000000000000178,1,1737147240,5,20,email,newsletter,desktop,Edge,United Kingdom,England,0,1,/catalog/apparel,0,,,,
8000001352,9000000000000179,0,1736594040,6,11,cpc,paid-media,mobile,Edge,Spain,Madrid,0,1,/catalog/accessories,0,/checkout,66044,,
8000000694,9000000000000180,1,1736239920,2,8,(none),(direct),desktop,Chrome,United Kingdom,England,0,3,/home,0,,,,
8000003131,9000000000000181,1,1735714680,3,6,cpc,paid-media,desktop,Edge,Spain,Madrid,0,1,/home,0,/catalog/accessories,9923,/checkout,92903
8000000028,9000000000000182,0,1737782340,6,5,(none),(direct),desktop,Edge,Portugal,Lisbon,0,2,/catalog/apparel,0,/catalog/electronics,67826,,
8000000439,9000000000000183,1,1736068320,7,9,(none),(direct),desktop,Edge,Spain,Madrid,0,1,/catalog/apparel,0,/catalog/electronics,54022,,
8000002856,9000000000000184,0,1736577660,6,6,email,newsletter,mobile,Chrome,Portugal,Lisbon,0,1,/catalog/electronics,0,,,,
8000002264,9000000000000185,0,1737561300,3,15,organic,search-engine,mobile,Chrome,Spain,Madrid,0,1,/product/featured-item,0,/product/featured-item,14499,,
8000001948,9000000000000186,1,1736755560,1,8,organic,search-engine,mobile,Firefox,France,Ile-de-France,0,1,/catalog/apparel,0,,,,
